RNA Symbol,RNA Category,Species,Tissue/Cell Line,Localization,Score
ELDR,lncRNA,Homo sapiens,human chondrocytes,Nucleus,0.890460238360382
FAM230B,lncRNA,Homo sapiens,human OS cell lines 143B and HOS,Nucleus,0.954983104551089
FAM230B,lncRNA,Homo sapiens,human OS cell lines 143B and HOS,Cytoplasm,0.943641791621929
LINC00707,lncRNA,Homo sapiens,"HaCaT, PC3U and U3034MG cells",Nucleus,0.936216130089154
LINC00707,lncRNA,Homo sapiens,"HaCaT, PC3U and U3034MG cells",Cytoplasm,0.904945420481312
SEC31B,lncRNA,Homo sapiens,BXS0114 iPSC-RPE cells,Nucleus,0.795006069178413
BAX,lncRNA,Homo sapiens,BXS0114 iPSC-RPE cells,Cytoplasm,0.795006069178413
HSD17B4,lncRNA,Homo sapiens,BXS0114 iPSC-RPE cells,Nucleus,0.795006069178413
HSD17B4,lncRNA,Homo sapiens,BXS0114 iPSC-RPE cells,Cytoplasm,0.795006069178413
MIR99AHG,lncRNA,Homo sapiens,KM12SM and KM12C cells,Nucleus,0.969295483520611
IL6-AS1,lncRNA,Homo sapiens,HBF and HFL1 cells,Cytoplasm,0.904945420481312
IL6-AS1,lncRNA,Homo sapiens,HBF and HFL1 cells,Nucleus,0.942621128631126
CCAT2,lncRNA,Homo sapiens,human HCC cell lines of HepG2 and HCCLM3,Nucleus,0.959503575794327
CCAT2,lncRNA,Homo sapiens,human HCC cell lines of HepG2 and HCCLM3,Cytoplasm,0.954983104551089
MIR137HG,lncRNA,Homo sapiens,BGC823 and HGC27,Nucleus,0.890460238360382
MIR137HG,lncRNA,Homo sapiens,BGC823 and HGC27,Cytoplasm,0.890460238360382
RP11-367G18.1,lncRNA,Homo sapiens,renal cell carcinoma (RCC) cells,Nucleus,0.836757224078988
MNX1-AS1,lncRNA,Homo sapiens,lung cancer cells A549 and H2170 cells,Nucleus,0.959503575794327
H19,lncRNA,Homo sapiens,NCI-H660,Cytoplasm,0.969625624620478
H19,lncRNA,Homo sapiens,NCI-H660,Nucleus,0.965979856988692
PSMG3-AS1,lncRNA,Homo sapiens,Glioblastoma (GBM) cell,Nucleus,0.90145991609349
H19,lncRNA,Homo sapiens,MCF-7 cells and T47D and HCC1937 breast cancer cells,Cytoplasm,0.969625624620478
H19,lncRNA,Homo sapiens,MCF-7 cells and T47D and HCC1937 breast cancer cells,Nucleus,0.965979856988692
lnc-SOX9-4,lncRNA,Homo sapiens,CRC cells,Nucleus,0.904945420481312
lnc-SOX9-4,lncRNA,Homo sapiens,CRC cells,Cytosol,0.904945420481312
lncRNA-AC103563.8,lncRNA,Homo sapiens,"OSCC cell lines (CAL-27, SCC9)",Nucleus,0.694505649698505
lncRNA-AC103563.8,lncRNA,Homo sapiens,"OSCC cell lines (CAL-27, SCC9)",Cytoplasm,0.694505649698505
Gm9866,lncRNA,Homo sapiens,RAW24.7 cells,Nucleus,0.694505649698505
Gm9866,lncRNA,Homo sapiens,RAW24.7 cells,Cytoplasm,0.694505649698505
LacRNA,lncRNA,Homo sapiens,"MDA-MB-231, BT-549, and T47D cells",Cytoplasm,0.836757224078988
MIR99AHG,lncRNA,Homo sapiens,MDA-MB-231 cells,Nucleus,0.969295483520611
CDKN2B-AS1,lncRNA,Homo sapiens,granulosa cells,Nucleus,0.964872588858708
CDKN2B-AS1,lncRNA,Homo sapiens,granulosa cells,Cytoplasm,0.943641791621929
NEAT1_1,lncRNA,Homo sapiens,leukemia stem cells (LSCs),Nucleus,0.836757224078988
NEAT1_1,lncRNA,Homo sapiens,leukemia stem cells (LSCs),Cytoplasm,0.836757224078988
NEAT1,lncRNA,Homo sapiens,nucleus pulposus cells (NPCs),Nucleus,0.969808356669669
KTN1-AS1,lncRNA,Homo sapiens,"esophageal squamous cell carcinoma (ESCC) cell lines(Kyse150, Kyse170, Eca109, and TE1)",Nucleus,0.959503575794327
KTN1-AS1,lncRNA,Homo sapiens,"esophageal squamous cell carcinoma (ESCC) cell lines(Kyse150, Kyse170, Eca109, and TE1)",Cytoplasm,0.795006069178413
PVT1,lncRNA,Homo sapiens,granulosa cells COV434,Cytoplasm,0.970938422441613
PVT1,lncRNA,Homo sapiens,granulosa cells COV434,Nucleus,0.970090840905679
LINC00261,lncRNA,Homo sapiens,PC cells,Cytoplasm,0.954983104551089
LINC00261,lncRNA,Homo sapiens,PC cells,Nucleus,0.959503575794327
CERS6-AS1,lncRNA,Homo sapiens,PC cells,Cytoplasm,0.964872588858708
MIDEAS-AS1,lncRNA,Homo sapiens,MDA-MB-231 and MDA-MB-468 cells,Nucleus,0.936216130089154
NEAT1_1,lncRNA,Homo sapiens,rheumatoid arthritis-fibroblast-like synoviocytes (RA-FLSs),Nucleus,0.836757224078988
NEAT1_1,lncRNA,Homo sapiens,rheumatoid arthritis-fibroblast-like synoviocytes (RA-FLSs),Cytoplasm,0.836757224078988
HOTAIR,lncRNA,Homo sapiens,GIST-T1 cells,Nucleus,0.965868047975249
HOTAIR,lncRNA,Homo sapiens,GIST-T1 cells,Cytoplasm,0.947651008001197
SENCR,lncRNA,Homo sapiens,A549/DDP cells,Nucleus,0.795006069178413
LBX2-AS1,lncRNA,Homo sapiens,HT29 and SW620 colorectal cancer cells,Nucleus,0.959503575794327
LBX2-AS1,lncRNA,Homo sapiens,HT29 and SW620 colorectal cancer cells,Cytoplasm,0.964872588858708
PACERR,lncRNA,Homo sapiens,tissue-associated macrophages (TAMs),Cytoplasm,0.836757224078988
PACERR,lncRNA,Homo sapiens,tissue-associated macrophages (TAMs),Nucleus,0.954983104551089
LINC00665,lncRNA,Homo sapiens,CCA tissues,Cytoplasm,0.954983104551089
TINCR,lncRNA,Homo sapiens,breast cancer cell lines,Cytoplasm,0.904945420481312
TINCR,lncRNA,Homo sapiens,breast cancer cell lines,Nucleus,0.694505649698505
HOXA-AS2,lncRNA,Homo sapiens,cervical cancer cells,Cytoplasm,0.954983104551089
SNHG1,lncRNA,Homo sapiens,BC cells(5637 and J827),Cytoplasm,0.965979856988692
SNHG1,lncRNA,Homo sapiens,BC cells(5637 and J827),Nucleus,0.965979856988692
MIR503HG,lncRNA,Homo sapiens,SKOV3 and OVCAR3 cells,Nucleus,0.962182309891882
FAM238C,lncRNA,Homo sapiens,AGS cells,Nucleus,0.795006069178413
EPB41L4A-DT,lncRNA,Homo sapiens,nasopharyngeal carcinoma (NPC) cells,Nucleus,0.90145991609349
EPB41L4A-DT,lncRNA,Homo sapiens,nasopharyngeal carcinoma (NPC) cells,Cytoplasm,0.836757224078988
SNHG3,lncRNA,Homo sapiens,BLC cells(T24 and J82),Cytoplasm,0.954983104551089
SNHG3,lncRNA,Homo sapiens,BLC cells(T24 and J82),Nucleus,0.959503575794327
LINC00261,lncRNA,Homo sapiens,PC-3 cells,Cytoplasm,0.954983104551089
LINC00261,lncRNA,Homo sapiens,PC-3 cells,Nucleus,0.959503575794327
Lnc-PINK1-2 isoform 1 and 2,lncRNA,Homo sapiens,human alveolar epithelial A549 cells,Cytoplasm,0.694505649698505
Lnc-PINK1-2 isoform 1 and 2,lncRNA,Homo sapiens,human alveolar epithelial A549 cells,Nucleus,0.694505649698505
"Lnc-PINK1-2 isoform 3, 4, and 5",lncRNA,Homo sapiens,human alveolar epithelial A549 cells,Nucleus,0.694505649698505
LINC01004,lncRNA,Homo sapiens,macrophages,Nucleus,0.795006069178413
LETS1,lncRNA,Homo sapiens,"MCF10A-M1, MCF10A-M2, and MDA-MB-231 cells",Nucleus,0.836757224078988
PRADX,lncRNA,Homo sapiens,GBM and COAD cells,Nucleus,0.836757224078988
LINC01134,lncRNA,Homo sapiens,liver cancer tissues,Nucleus,0.90145991609349
lncITPF,lncRNA,Homo sapiens,human embryonic lung fibroblast MRC-5 cell line,Nucleus,0.694505649698505
SNHG5,lncRNA,Homo sapiens,"human PTC cell lines (TPC1, BCPAP)",Cytoplasm,0.965868047975249
HULC,lncRNA,Homo sapiens,human breast cancer cell lines MDA-MB-231,Nucleus,0.815590988686444
FOXP4-AS1,lncRNA,Homo sapiens,human MCL cell lines JVM-2 and Z138,Cytoplasm,0.954983104551089
MIR503HG,lncRNA,Homo sapiens,papillary renal cell carcinoma (pRCC) cells,Nucleus,0.962182309891882
NONHSAT177112.1,lncRNA,Homo sapiens,human cardiomyocytes (HCMs),Nucleus,0.694505649698505
NONHSAT177112.1,lncRNA,Homo sapiens,human cardiomyocytes (HCMs),Cytoplasm,0.694505649698505
LINC01356,lncRNA,Homo sapiens,Caco-2 cell line,Cytoplasm,0.694505649698505
LINC02381,lncRNA,Homo sapiens,GBM cells (U87/EGFRvIII),Nucleus,0.890460238360382
GAS5,lncRNA,Homo sapiens,periodontal ligament stem cells (PDLSCs),Cytoplasm,0.966370157375562
GAS5,lncRNA,Homo sapiens,periodontal ligament stem cells (PDLSCs),Nucleus,0.961670460641172
LINC02878,lncRNA,Homo sapiens,breast cancer tissues,Nucleus,0.936216130089154
LINC02878,lncRNA,Homo sapiens,breast cancer tissues,Nucleoplasm,0.936216130089154
lnc-GULP1-2:1,lncRNA,Homo sapiens,luteinized granulosa cells,Cytoplasm,0.836757224078988
lnc-GULP1-2:1,lncRNA,Homo sapiens,luteinized granulosa cells,Nucleus,0.836757224078988
XIST,lncRNA,Homo sapiens,SW620 cells,Cytoplasm,0.964872588858708
XIST,lncRNA,Homo sapiens,SW620 cells,Nucleus,0.970938422441613
HAR1A,lncRNA,Homo sapiens,oral cancer cells,Nucleus,0.815590988686444
STAT4-AS1,lncRNA,Homo sapiens,Peripheral Blood Mononuclear Cells (PBMCs),Cytoplasm,0.836757224078988
STAT4-AS1,lncRNA,Homo sapiens,Peripheral Blood Mononuclear Cells (PBMCs),Nucleus,0.836757224078988
NEAT1,lncRNA,Homo sapiens,CD4 + T cells,Nucleus,0.969808356669669
LINC01232,lncRNA,Homo sapiens,glioma cells,Nucleus,0.954983104551089
LINC01232,lncRNA,Homo sapiens,glioma cells,Cytoplasm,0.932913100536013
DUXAP9,lncRNA,Homo sapiens,CAL27 and HN6 cells,Nucleus,0.936216130089154
lncRNA15691,lncRNA,Homo sapiens,human T-ALL cell lines MOLT-4,Cytoplasm,0.694505649698505
lncRNA15691,lncRNA,Homo sapiens,human T-ALL cell lines MOLT-4,Nucleus,0.694505649698505
LINC01426,lncRNA,Homo sapiens,ccRCC cells,Cytoplasm,0.795006069178413
LINC01426,lncRNA,Homo sapiens,ccRCC cells,Nucleus,0.942621128631126
LINC00839,lncRNA,Homo sapiens,colorectal epithelial cells and CRC cells,Nucleus,0.959503575794327
LINC02273,lncRNA,Homo sapiens,HCC cells,Nucleus,0.90145991609349
RAD51-AS1,lncRNA,Homo sapiens,human bone marrow mesenchymal stem cells (hBMSCs),Nucleus,0.959503575794327
LLNLR-299G3.1,lncRNA,Homo sapiens,TE1 cells,Nucleus,0.694505649698505
MEG3,lncRNA,Homo sapiens,gallbladder cancer cells,Nucleus,0.968399985635632
HOXA11-AS,lncRNA,Homo sapiens,U87 and U251 cells,Cytoplasm,0.936216130089154
HOXA11-AS,lncRNA,Homo sapiens,U87 and U251 cells,Nucleus,0.942621128631126
XLOC_004787,lncRNA,Homo sapiens,GES-1 cells and HGC-27 cells,Cytoplasm,0.694505649698505
XLOC_004787,lncRNA,Homo sapiens,GES-1 cells and HGC-27 cells,Nucleus,0.694505649698505
HHIP-AS1,lncRNA,Homo sapiens,bone marrow-derived MSCs (BMSCs),Nucleus,0.90145991609349
HHIP-AS1,lncRNA,Homo sapiens,bone marrow-derived MSCs (BMSCs),Cytoplasm,0.890460238360382
CARMN,lncRNA,Homo sapiens,human coronary artery smooth muscle cells (HCASMCs),Nucleus,0.969295483520611
FOXD2-AS1,lncRNA,Homo sapiens,HCC tissues,Nucleus,0.954983104551089
RMRP,lncRNA,Homo sapiens,"HCT116 p53+/+, HCT116 p53-/-, H460, and H1299 cells",Nucleus,0.890460238360382
H19,lncRNA,Homo sapiens,rheumatoid arthritis-fibroblast-like synoviocytes (RA-FLSs),Nucleus,0.965979856988692
SLC25A21-AS1,lncRNA,Homo sapiens,oesophageal squamous cell carcinoma (ESCC) cells,Nucleus,0.942621128631126
IFITM4P,lncRNA,Homo sapiens,Leuk-1 cells,Cytoplasm,0.836757224078988
lncSAMD11-1:1,lncRNA,Homo sapiens,endometrial tissue,Nucleus,0.836757224078988
lncSAMD11-1:1,lncRNA,Homo sapiens,endometrial tissue,Cytoplasm,0.836757224078988
PSCA,lncRNA,Homo sapiens,gastric cancer cells(HGC-27 or MGC80-3),Nucleus,0.694505649698505
LINC01013,lncRNA,Homo sapiens,alve interstitial cells (VICs),Nucleus,0.90145991609349
LINC01013,lncRNA,Homo sapiens,alve interstitial cells (VICs),Cytosol,0.890460238360382
LNPPS,lncRNA,Homo sapiens,bladder cancer (BC) cells,Nucleus,0.836757224078988
FALEC,lncRNA,Homo sapiens,castration-resistant prostate cancer (CRPC) cells,Nucleus,0.82545835599294
LINC02568,lncRNA,Homo sapiens,MCF7 cells,Cytoplasm,0.836757224078988
LINC02568,lncRNA,Homo sapiens,MCF7 cells,Nucleus,0.890460238360382
MALAT1,lncRNA,Homo sapiens,U937 cells,Nucleus,0.969791900426803
CARMN,lncRNA,Homo sapiens,Pre-bone mesenchymal stem cells (Pre-BMSCs),Nucleus,0.969295483520611
TRPM2-AS,lncRNA,Homo sapiens,gastric cancer (GC) cell lines,Nucleus,0.890460238360382
TRPM2-AS,lncRNA,Homo sapiens,gastric cancer (GC) cell lines,Cytoplasm,0.904945420481312
CRNDE,lncRNA,Homo sapiens,hepatocellular carcinoma (HCC) cells,Nucleus,0.795006069178413
CCAT1,lncRNA,Homo sapiens,A549 cells,Cytoplasm,0.947651008001197
CCAT1,lncRNA,Homo sapiens,A549 cells,Nucleus,0.954983104551089
MYREM,lncRNA,Homo sapiens,AB1167 myoblasts and myotubes,Nucleus,0.890460238360382
WEE2-AS1,lncRNA,Homo sapiens,colorectal cancer (CRC) cells,Cytoplasm,0.904945420481312
CBR3-AS1,lncRNA,Homo sapiens,prostate cancer (PCa) cells,Nucleus,0.942621128631126
CBR3-AS1,lncRNA,Homo sapiens,prostate cancer (PCa) cells,Cytoplasm,0.936216130089154
SLC44A3-AS1,lncRNA,Homo sapiens,glioblastomas (GBMs) cells,Nucleus,0.795006069178413
DNM3OS,lncRNA,Homo sapiens,HCC cells,Nucleus,0.936216130089154
MIR155HG,lncRNA,Homo sapiens,FLT3-ITD+ MV-4-11 cells,Cytoplasm,0.694505649698505
HOTAIRM1,lncRNA,Homo sapiens,human myeloid leukemia cell lines OCI-AML3 cells,Nucleus,0.942621128631126
HOTAIRM1,lncRNA,Homo sapiens,human myeloid leukemia cell lines OCI-AML3 cells,Cytoplasm,0.936216130089154
MIR210HG,lncRNA,Homo sapiens,ovarian cancer cell lines(A2780 and SKOV3),Cytosol,0.90145991609349
MIR210HG,lncRNA,Homo sapiens,ovarian cancer cell lines(A2780 and SKOV3),Nucleus,0.965979856988692
AFAP1-AS1,lncRNA,Homo sapiens,TNBC and FA primary cells,Cytoplasm,0.932913100536013
BLACAT3,lncRNA,Homo sapiens,T24 and 5637 cells,Nucleus,0.904945420481312
BLACAT3,lncRNA,Homo sapiens,T24 and 5637 cells,Cytoplasm,0.904945420481312
LNC01136,lncRNA,Homo sapiens,hRMECs and RGC-5 cells,Nucleus,0.836757224078988
HOTAIR,lncRNA,Homo sapiens,nucleus pulposus (NP) cells,Cytoplasm,0.947651008001197
DSCR8,lncRNA,Homo sapiens,BGC-823 and MGC-803 cell lines,Nucleus,0.795006069178413
DSCR8,lncRNA,Homo sapiens,BGC-823 and MGC-803 cell lines,Cytoplasm,0.694505649698505
FAM230B,lncRNA,Homo sapiens,SW480 and HCT116 cells,Nucleus,0.954983104551089
FAM230B,lncRNA,Homo sapiens,SW480 and HCT116 cells,Cytoplasm,0.943641791621929
FBXL19-AS1,lncRNA,Homo sapiens,hepatocellular cancer (HCC) cells HCCLM3,Nucleus,0.90145991609349
CCNL,lncRNA,Homo sapiens,granulosa cells,Nucleus,0.836757224078988
LINC00958,lncRNA,Homo sapiens,lung adenocarcinoma (LUAD) tissue and A549 cells,Nucleus,0.890460238360382
AC122108.1,lncRNA,Homo sapiens,PC14/B cells,Cytoplasm,0.694505649698505
AC122108.1,lncRNA,Homo sapiens,PC14/B cells,Nucleus,0.694505649698505
CCAT2,lncRNA,Homo sapiens,MCF-7 cells,Cytoplasm,0.954983104551089
CCAT2,lncRNA,Homo sapiens,MCF-7 cells,Nucleus,0.959503575794327
FIRRE,lncRNA,Homo sapiens,HCCLM3 cells,Nucleus,0.968399985635632
ZFPM2-AS1,lncRNA,Homo sapiens,thyroid cancer cells,Nucleus,0.815590988686444
ZFPM2-AS1,lncRNA,Homo sapiens,thyroid cancer cells,Cytoplasm,0.954983104551089
MMP2-AS1,lncRNA,Homo sapiens,CAKI-1 and 786-O cells,Nucleus,0.795006069178413
MMP2-AS1,lncRNA,Homo sapiens,CAKI-1 and 786-O cells,Cytoplasm,0.694505649698505
HYOU1-AS1,lncRNA,Homo sapiens,triple negative breast cancer (TNBC) cells,Nucleus,0.836757224078988
AC078850.1,lncRNA,Homo sapiens,THP-1 macrophage-derived foam cells,Nucleus,0.836757224078988
THRIL,lncRNA,Homo sapiens,rheumatoid arthritis (RA) fibroblast-like synoviocytes (FLSs),Nucleus,0.890460238360382
LINC00467,lncRNA,Homo sapiens,human bladder cancer RT4/T24 cells,Nucleus,0.942621128631126
LINC00467,lncRNA,Homo sapiens,human bladder cancer RT4/T24 cells,Cytoplasm,0.962182309891882
RP11-499E18.1,lncRNA,Homo sapiens,ovarian cancer (OC) cells,Nucleus,0.694505649698505
RP11-499E18.1,lncRNA,Homo sapiens,ovarian cancer (OC) cells,Cytoplasm,0.694505649698505
CTB-193M12.5,lncRNA,Homo sapiens,SNU-398 cells,Nucleus,0.836757224078988
MIR99AHG,lncRNA,Homo sapiens,breast non-tumor and tumor tissues,Cytoplasm,0.964872588858708
MIR99AHG,lncRNA,Homo sapiens,breast non-tumor and tumor tissues,Nucleus,0.969295483520611
LINC01977,lncRNA,Homo sapiens,MHCC97H and HepG2 cells,Nucleus,0.90145991609349
SNHG4,lncRNA,Homo sapiens,hepatoma cell lines (HepG2 and HuH-7),Nucleus,0.942621128631126
HIF1A-AS3,lncRNA,Homo sapiens,hypoxic and normoxic OVCAR8 and SKOV3 cells,Nucleus,0.890460238360382
LINC01232,lncRNA,Homo sapiens,gastric cancer cells,Nucleus,0.954983104551089
LINC01836,lncRNA,Homo sapiens,NCM 460 and SW480 cells,Nucleus,0.90145991609349
LINC01836,lncRNA,Homo sapiens,NCM 460 and SW480 cells,Cytoplasm,0.890460238360382
LINC00668,lncRNA,Homo sapiens,plasma,Extracellular exosome,0.815590988686444
LINC00668,lncRNA,Homo sapiens,neutrophils,Nucleus,0.815590988686444
RP11-241J12.3,lncRNA,Homo sapiens,HCCLM3 cells,Cytoplasm,0.694505649698505
LINC00641,lncRNA,Homo sapiens,lung cancer cell lines A549 and H1299 cells,Nucleus,0.90145991609349
LINC03044,lncRNA,Homo sapiens,Huh7 cells,Nucleus,0.890460238360382
TOMM22-DT,lncRNA,Homo sapiens,breast cancer cells,Nucleus,0.795006069178413
NONHSAT114552,lncRNA,Homo sapiens,chordoma cell line U-CH1 cells,Cytoplasm,0.694505649698505
LINC01226,lncRNA,Homo sapiens,HGC-27 or MGC80-3 cells,Cytoplasm,0.890460238360382
LINC01226,lncRNA,Homo sapiens,HGC-27 or MGC80-3 cells,Nucleus,0.90145991609349
FENDRR,lncRNA,Homo sapiens,GC multidrug resistance (MDR) cells,Nucleus,0.965979856988692
FENDRR,lncRNA,Homo sapiens,GC multidrug resistance (MDR) cells,Cytoplasm,0.949134501365319
RP11-295G20.,lncRNA,Homo sapiens,HCC cells,Cytoplasm,0.694505649698505
LINC02678,lncRNA,Homo sapiens,95D and A549 cells,Nucleus,0.904945420481312
TEX41,lncRNA,Homo sapiens,lung adenocarcinoma (LUAD) cells,Nucleus,0.815590988686444
ZFAS1,lncRNA,Homo sapiens,nucleus pulposus (NP) cells,Cytoplasm,0.962182309891882
PPP2R1B,lncRNA,Homo sapiens,mesenchymal stem cells (MSCs),Nucleus,0.836757224078988
LINC00174,lncRNA,Homo sapiens,NCM460 and HT29 cells,Nucleus,0.815590988686444
LINC00174,lncRNA,Homo sapiens,NCM460 and HT29 cells,Cytoplasm,0.815590988686444
NKILA,lncRNA,Homo sapiens,NCM460 and HT29 cells,Nucleus,0.942621128631126
NKILA,lncRNA,Homo sapiens,NCM460 and HT29 cells,Cytoplasm,0.932913100536013
BMI1P1,lncRNA,Homo sapiens,C4-2 cells,Nucleus,0.694505649698505
BMI1P1,lncRNA,Homo sapiens,C4-2 cells,Cytoplasm,0.694505649698505
MRPS30-DT,lncRNA,Homo sapiens,PC9 cells,Nucleus,0.954983104551089
MRPS30-DT,lncRNA,Homo sapiens,PC9 cells,Cytoplasm,0.932913100536013
EIF1AX-AS1,lncRNA,Homo sapiens,HEC-1A and RL95-2 cells,Cytoplasm,0.694505649698505
PEG10,lncRNA,Homo sapiens,SH-SY5Y and SK-N-BE (2) cells,Cytoplasm,0.694505649698505
THAP9-AS1,lncRNA,Homo sapiens,osteosarcoma (OS) cells (MG63 and SaOS-2),Nucleus,0.90145991609349
ITPR1-DT,lncRNA,Homo sapiens,H446 and H1688 cells,Nucleus,0.90145991609349
ITPR1-DT,lncRNA,Homo sapiens,H446 and H1688 cells,Cytoplasm,0.890460238360382
PPM1A-AS,lncRNA,Homo sapiens,"Jurkat, CEM and T cells",Nucleus,0.694505649698505
PPM1A-AS,lncRNA,Homo sapiens,"Jurkat, CEM and T cells",Cytoplasm,0.694505649698505
LINC02774,lncRNA,Homo sapiens,glioma tissues,Nucleus,0.795006069178413
BCAN-AS1,lncRNA,Homo sapiens,human PDAC cell lines (PANC-1 and SW1990),Cytoplasm,0.904945420481312
BCAN-AS1,lncRNA,Homo sapiens,human PDAC cell lines (PANC-1 and SW1990),Nucleus,0.936216130089154
LAMTOR5-AS1,lncRNA,Homo sapiens,G-292 cells,Cytoplasm,0.795006069178413
LAMTOR5-AS1,lncRNA,Homo sapiens,G-292 cells,Nucleus,0.815590988686444
CERNA1,lncRNA,Homo sapiens,OC cells (SKOV3),Nucleus,0.815590988686444
NRON,lncRNA,Homo sapiens,HCM and HEK293T,Nucleus,0.694505649698505
CTSLP4,lncRNA,Homo sapiens,GC cells (HGC27 and MGC803),Cytoplasm,0.836757224078988
CTSLP4,lncRNA,Homo sapiens,GC cells (HGC27 and MGC803),Nucleus,0.836757224078988
UBA6-DT,lncRNA,Homo sapiens,breast cancer (BC) cells,Nucleus,0.890460238360382
UBA6-DT,lncRNA,Homo sapiens,breast cancer (BC) cells,Cytoplasm,0.890460238360382
ADIPINT,lncRNA,Homo sapiens,adipocytes,Cytoplasm,0.836757224078988
SNHG1,lncRNA,Homo sapiens,HK-2 cells,Cytoplasm,0.965979856988692
FEZF1-AS1,lncRNA,Homo sapiens,colon cancer tissues,Cytoplasm,0.795006069178413
CDK6-AS1,lncRNA,Homo sapiens,SHI-1 AML cell line,Nucleus,0.815590988686444
CDK6-AS1,lncRNA,Homo sapiens,SHI-1 AML cell line,Cytosol,0.815590988686444
BNIP3,lncRNA,Homo sapiens,Huh7 cells,Cytoplasm,0.694505649698505
BNIP3,lncRNA,Homo sapiens,Huh7 cells,Mitochondrion,0.694505649698505
MTAAT,lncRNA,Homo sapiens,lymphoma cells,Nucleus,0.694505649698505
LINC00938,lncRNA,Homo sapiens,SH-SY5Y cells,Cytoplasm,0.694505649698505
GACAT2,lncRNA,Homo sapiens,periodontal ligament stem cells (PDLSCs),Cytoplasm,0.890460238360382
GACAT2,lncRNA,Homo sapiens,periodontal ligament stem cells (PDLSCs),Nucleus,0.90145991609349
SNHG16,lncRNA,Homo sapiens,UM-UC-3 and T24 cells,Cytoplasm,0.968399985635632
SNHG16,lncRNA,Homo sapiens,UM-UC-3 and T24 cells,Nucleus,0.90145991609349
LINC01569,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
LNCPOIR,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
FAM138B,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
CH507-513H4.6,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
RP11-326N17.2,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
MIR548XHG,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
KLHL7-DT,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
GOLGA8M,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
CTD-2046I8.1,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
AC005256.1,lncRNA,Homo sapiens,plasma,Extracellular vesicle,0.795006069178413
NONHSAT137362,lncRNA,Homo sapiens,serum,Extracellular vesicle,0.795006069178413
SEMA5A-IT1,lncRNA,Homo sapiens,serum,Extracellular vesicle,0.795006069178413
NONHSAT035383,lncRNA,Homo sapiens,serum,Extracellular vesicle,0.795006069178413
NONHSAT138804,lncRNA,Homo sapiens,serum,Extracellular vesicle,0.795006069178413
NONHSAT095978,lncRNA,Homo sapiens,serum,Extracellular vesicle,0.795006069178413
XIST,lncRNA,Homo sapiens,WLR68 and HepG2 cell line,Extracellular vesicle,0.815590988686444
GAS-5,lncRNA,Homo sapiens,WLR68 and HepG2 cell line,Extracellular vesicle,0.795006069178413
H19,lncRNA,Homo sapiens,WLR68 and HepG2 cell line,Extracellular vesicle,0.890460238360382
HOTAIR,lncRNA,Homo sapiens,WLR68 and HepG2 cell line,Extracellular vesicle,0.795006069178413
HULC,lncRNA,Homo sapiens,WLR68 and HepG2 cell line,Extracellular vesicle,0.795006069178413
MALAT-1,lncRNA,Homo sapiens,WLR68 and HepG2 cell line,Extracellular vesicle,0.795006069178413
CLDN10-AS1,lncRNA,Homo sapiens,human umbilical vein endothelial cells (HUVECs),Cytoplasm,0.795006069178413
